사업장명,업종분류,서비스명,서비스아이디(ID),인허가일자,영업상태,소재지전화,구우편번호,주소,도로명우편번호,도로명주소,경도,위도,대표메뉴,영업시간
그카페,카페,휴게음식점,07_24_05_P,2014-12-26,Y,053-322-6941,702-807,대구광역시 북구 구암동 780-7번지 ,41424,"대구광역시 북구 동암로38길 19, 1층 (구암동)",128.5697471,35.9418006,"커피, 빙수",13:00-22:00
커피에반하다,카페,휴게음식점,07_24_05_P,2015-09-18,Y,070-7719-1333,702-835,대구광역시 북구 산격동 500-1번지 ,41519,"대구광역시 북구 동북로 163, 102동 111호 (산격동, 대우아파트 상가)",128.611466,35.90056696,아메리카노,
매스커피침산점,카페,휴게음식점,07_24_05_P,2015-10-05,Y,053-351-6767,702-851,대구광역시 북구 칠성동2가 2-2번지 ,41593,"대구광역시 북구 침산로21길 23, 105동 105호 (칠성동2가, 침산1차푸르지오)",128.5875939,35.88546197,아메리카노,평일 08:00 - 23:00/주말 09:00 - 23:00
링넛카페,카페,휴게음식점,07_24_05_P,2015-10-07,Y,053-939-2829,702-894,대구광역시 북구 서변동 1756 ,41477,"대구광역시 북구 서변로9길 3, 1층 (서변동)",128.5961837,35.91991883,커피콩빵,
무인카페 쉼,카페,휴게음식점,07_24_05_P,2013-12-26,Y,053-217-9419,702-870,대구광역시 북구 침산동 360-4 1층 ,41559,"대구광역시 북구 침산남로19길 14, 1층 (침산동)",128.5872786,35.89029563,커피,
롯데시네마프리미엄칠곡마체베트,카페,휴게음식점,07_24_05_P,2014-01-02,Y,053-324-0600,702-807,대구광역시 북구 구암동 769-1번지 ,41424,"대구광역시 북구 학정로 422, 5층 (구암동)",128.5638801,35.9421771,,
카페(CAFE)로뎀나무,카페,휴게음식점,07_24_05_P,2015-10-19,Y,,702-866,대구광역시 북구 태전동 628-4 ,41466,"대구광역시 북구 칠곡중앙대로52길 38, B동 2층 (태전동)",128.5491293,35.92170751,,
올리브나무카페,카페,휴게음식점,07_24_05_P,2011-12-30,Y,053-354-4666,702-851,대구광역시 북구 칠성동2가 89번지 외5필지(1층) ,41593,"대구광역시 북구 옥산로17길 10 (칠성동2가, 외5필지(1층))",128.5857197,35.88530397,,
커피장인경대북문점,카페,휴게음식점,07_24_05_P,2014-01-27,Y,0507-1448-2101,702-842,대구광역시 북구 산격동 1304-2번지 ,41536,"대구광역시 북구 대동로10길 17-2, 지하 1층 (산격동)",128.6113575,35.89504715,카페,매일 10:30 - 23:00 매주 일요일 휴무
까사커피,카페,휴게음식점,07_24_05_P,2012-06-11,N,053-326-9022,702-831,대구광역시 북구 복현동 404-2번지 (1층) ,41563,"대구광역시 북구 경대로17길 80, 1층 (복현동)",128.6141376,35.89509956,,
소풍가는날,카페,휴게음식점,07_24_05_P,2014-07-18,Y,,702-802,대구광역시 북구 관음동 462번지 1층 ,41444,"대구광역시 북구 관음동로17길 17, 1층 (관음동)",128.5455498,35.93992472,분식,
이디야커피 대구칠곡네거리점,카페,휴게음식점,07_24_05_P,2014-07-21,Y,0507-1302-2248,702-868,대구광역시 북구 태전동 940-8 1층 ,41451,"대구광역시 북구 칠곡중앙대로 403, 1층 (태전동)",128.5480147,35.93185225,꿀호떡 셋트,
딜리셔스'잇,카페,휴게음식점,07_24_05_P,2014-07-24,Y,0507-1345-9653,702-868,대구광역시 북구 태전동 979-9 ,41452,"대구광역시 북구 칠곡중앙대로67길 14, 1층 (태전동)",128.5454856,35.92636229,크로플,매일 13:00 - 23:00 첫째주 셋째주 다섯째주월요일 휴무
어썸커피,카페,휴게음식점,07_24_05_P,2014-07-28,Y,053-313-2355,702-886,대구광역시 북구 동천동 952-1번지 ,41422,"대구광역시 북구 팔거천동로 217, 1층 (동천동)",128.5578196,35.94343434,아메리카노,매일 10:00 - 23:00
희루프리미엄,카페,휴게음식점,07_24_05_P,2012-03-16,Y,053-941-3622,702-831,대구광역시 북구 복현동 410-21 (1층) ,41562,"대구광역시 북구 경진로 9, 1층 (복현동)",128.6142,35.89556984,카페,매일 11:00 - 23:00
수야커피,카페,휴게음식점,07_24_05_P,2012-04-04,Y,053-357-3358,702-858,대구광역시 북구 침산동 336-21번지 ,41549,대구광역시 북구 침산로 184-1 (침산동),128.5900708,35.89244098,커피,평일 10:30 - 22:00 연중무휴 일요일 10:30 - 20:00
킹콩커피,카페,휴게음식점,07_24_05_P,2014-05-14,Y,,702-886,대구광역시 북구 동천동 901-2번지 ,41423,"대구광역시 북구 동천로 133, 1층 109호 (동천동)",128.5606174,35.94343565,"커피, 음료",09:00-21:00
투썸플레이스(동천점),카페,휴게음식점,07_24_05_P,2012-08-28,Y,053-314-2322,702-886,대구광역시 북구 동천동 901-2번지 대성시티프라자 203호,41423,"대구광역시 북구 동천로 133, 203호 (동천동, 대성시티프라자)",128.5606174,35.94343565,"커피, 음료, 디저트",10:00-24:00
차칸커피,카페,휴게음식점,07_24_05_P,2014-08-22,Y,053-311-2074,702-885,대구광역시 북구 동천동 898-1번지 ,41423,"대구광역시 북구 동천로 128-7, 1층 (동천동)",128.5617289,35.94296116,"커피, 음료",
타임투커피,카페,휴게음식점,07_24_05_P,2014-08-25,Y,,702-830,대구광역시 북구 복현동 364-9번지 ,41530,대구광역시 북구 동북로 307 (복현동),128.6235221,35.8921113,아메리카노,
그녀의커피이야기,카페,휴게음식점,07_24_05_P,2012-10-19,Y,053-321-2921,702-912,대구광역시 북구 학정동 941-1 ,41416,"대구광역시 북구 학정로 530, 2층 (학정동)",128.5656,35.9518709,생과일빙수,매일 11:00 - 22:00
더 카페,카페,휴게음식점,07_24_05_P,2010-08-26,Y,,702-849,대구광역시 북구 읍내동 1343-6 동아백화점8층 ,41438,"대구광역시 북구 칠곡중앙대로 416 (읍내동,동아백화점8층)",128.5490374,35.93290178,,
오솔길,카페,휴게음식점,07_24_05_P,2010-09-01,Y,053-951-0501,702-842,대구광역시 북구 산격동 1335-8번지 ,41544,대구광역시 북구 대학로 87-2 (산격동),128.6095696,35.8932575,"커피, 음료",
주)삼십미리에스프레소,카페,휴게음식점,07_24_05_P,2015-10-29,Y,053-660-1833,702-852,대구광역시 북구 칠성동2가 302-155번지 ,41581,"대구광역시 북구 태평로 161, 10층 (칠성동2가, 롯데백화점)",128.5955651,35.87605699,아메리카노,
봄플라워카페,카페,휴게음식점,07_24_05_P,2015-10-29,Y,0507-1401-4475,702-310,대구광역시 북구 사수동 955번지 ,41598,"대구광역시 북구 한강로6길 14-1, 1층 104호 (사수동)",128.5149808,35.89601943,수제청 에이드,평일 10:00 - 20:00 일요일휴무
커피해윰,카페,휴게음식점,07_24_05_P,2015-10-29,Y,,702-850,대구광역시 북구 읍내동 1371-8번지 ,41438,"대구광역시 북구 칠곡중앙대로86길 37, 1층 (읍내동)",128.5523,35.93382925,,
읍내다방,카페,휴게음식점,07_24_05_P,2015-12-02,Y,053-314-1249,702-847,대구광역시 북구 읍내동 1234-12번지 ,41433,"대구광역시 북구 팔거천서로 257, 1층 (읍내동)",128.5542173,35.94600441,카페라떼,매일 11:00 - 23:00/화요일 휴무
커피수(Coffee Soo),카페,휴게음식점,07_24_05_P,2014-03-24,Y,053-322-2365,702-912,대구광역시 북구 학정동 966-6번지 ,41416,"대구광역시 북구 학정동로 56, 1층 (학정동)",128.5677253,35.94877938,"커피, 디저트",08:30-21:00/매주 일요일 휴무
커피명가신세계여성병원점,카페,휴게음식점,07_24_05_P,2014-03-25,Y,070-4034-7523,702-841,대구광역시 북구 산격동 1287-4 ,41535,"대구광역시 북구 동북로 196, 1층 (산격동)",128.6134504,35.89778491,아메리카노,매일 09:00 - 19:00
스타벅스커피대구침산DT점,카페,휴게음식점,07_24_05_P,2014-03-27,Y,053-352-8746,702-856,대구광역시 북구 침산동 245-1 ,41584,"대구광역시 북구 침산로 126, 1,2층 (침산동)",128.5918589,35.88747633,"커피, 음료",07:00-23:00
투데이로스팅커피경대점,카페,휴게음식점,07_24_05_P,2014-03-27,Y,070-8615-4494,702-040,대구광역시 북구 대현동 24-4번지 ,41569,"대구광역시 북구 경대로 35, 1층 (대현동)",128.6137906,35.88480495,카페,
스타벅스경북대점,카페,휴게음식점,07_24_05_P,2012-04-27,Y,053-939-8502,702-842,대구광역시 북구 산격동 1399-1번지 (지하1층~지상3층) ,41544,"대구광역시 북구 대학로 75 (산격동, (지하1층~지상3층))",128.6085659,35.89233728,"커피, 음료",08:00-22:00
LIONSUB & COFFEE IN(커피인동서변점),카페,휴게음식점,07_24_05_P,2012-04-27,Y,,702-882,대구광역시 북구 동변동 674-11 (1층) ,41413,"대구광역시 북구 동변로 71, 1층 (동변동)",128.6034189,35.91977113,,
GP카페,카페,휴게음식점,07_24_05_P,2012-05-11,Y,053-950-5273,702-842,대구광역시 북구 산격동 1370-1 (1층)외35필지 ,41566,"대구광역시 북구 대학로 80, 1층 (산격동, 외35필지)",128.6107238,35.89179653,"커피, 디저트",
나의달콤한상자,카페,휴게음식점,07_24_05_P,2014-04-11,Y,070-4898-3015,702-886,대구광역시 북구 동천동 948-8번지 ,41430,"대구광역시 북구 대천로18길 30-1, 1층 (동천동)",128.5571541,35.93438653,"커피, 케이크",11:00-20:00
한뼘,카페,휴게음식점,07_24_05_P,2014-04-14,Y,,702-842,대구광역시 북구 산격동 1332-9번지 지하1층 ,41544,"대구광역시 북구 대학로 89-1, 지하1층 (산격동)",128.6096893,35.89314425,"커피, 음료",09:30-21:00
요거프레소,카페,휴게음식점,07_24_05_P,2014-04-17,Y,053-351-2981,702-851,대구광역시 북구 칠성동2가 2-2번지 침산1차푸르지오 108동 108호,41593,"대구광역시 북구 침산로21길 23, 105동 108호 (칠성동2가, 침산1차푸르지오)",128.5875939,35.88546197,딸기 생크림 오믈렛,매일 09:00 - 23:00
더블유-켈렉션,카페,휴게음식점,07_24_05_P,2014-04-18,Y,053-763-2380,702-040,대구광역시 북구 대현동 14-9번지 ,41569,"대구광역시 북구 경대로 31, 1층 (대현동)",128.6134295,35.88442114,카페,
몽블랑,카페,휴게음식점,07_24_05_P,2014-06-17,Y,,702-863,대구광역시 북구 태전동 205-1번지 태전평안맨션 상가2동 105호,41458,"대구광역시 북구 태전로1길 21, 상가2동 105호 (태전동, 태전평안맨션)",128.5439951,35.9198426,아메리카노,
매스커피칠곡3지구,카페,휴게음식점,07_24_05_P,2014-07-29,Y,053-312-0793,702-886,대구광역시 북구 동천동 912-3번지 110호,41423,"대구광역시 북구 학정로 415, 110호 (동천동)",128.562987,35.94185756,"커피, 음료",08:00-23:00
빈스마운틴,카페,휴게음식점,07_24_05_P,2014-07-30,Y,,702-866,대구광역시 북구 태전동 1145번지 ,41471,대구광역시 북구 매전로 46-7 (태전동),128.5469846,35.90983855,아메리카노,
쏘울메이트(Soul mate)원대역점,카페,휴게음식점,07_24_05_P,2014-08-05,Y,,702-812,대구광역시 북구 노원동2가 275-1 ,41558,"대구광역시 북구 팔달로 223, 1층 (노원동2가)",128.5745829,35.88806195,,
칠성(펀),카페,휴게음식점,07_24_05_P,2014-08-08,Y,,702-061,대구광역시 북구 칠성동1가 276 1층 C동 5호,41583,"대구광역시 북구 칠성시장로 28, C동 1층 5호 (칠성동1가)",128.6044406,35.87685307,,
더까페,카페,휴게음식점,07_24_05_P,2012-10-31,Y,053-662-9311,702-845,대구광역시 북구 산격동 1668 NC아울렛 2층 ,41518,"대구광역시 북구 유통단지로14길 22 (산격동, NC아울렛 2층)",128.6103841,35.90528982,바닐라라떼,
투썸플레이스경북대점,카페,휴게음식점,07_24_05_P,2014-08-18,Y,053-953-9353,702-842,대구광역시 북구 산격동 1400-3번지 1.2층 ,41544,"대구광역시 북구 대학로 65, 1.2층 (산격동)",128.6077546,35.8918947,"커피, 케이크",09:00-02:00
조이커피,카페,휴게음식점,07_24_05_P,2014-08-20,Y,070-7771-5190,702-866,대구광역시 북구 태전동 993번지 8층 ,41460,"대구광역시 북구 칠곡중앙대로 412, 8층 (태전동)",128.5488914,35.93227079,아메리카노,평일 09:00 - 19:00/토요일 09:00 - 12:00
해리슨커피숍,카페,휴게음식점,07_24_05_P,2010-04-28,Y,0507-1429-5789,702-832,대구광역시 북구 복현동 479-1번지 ,41564,대구광역시 북구 동북로 284 (복현동),128.6208599,35.8927267,커피,
웃찌커피,카페,휴게음식점,07_24_05_P,2010-04-28,Y,,702-040,대구광역시 북구 대현동 242번지 ,41567,대구광역시 북구 대현로9길 49 (대현동),128.6038154,35.88832525,"커피, 디저트",11:00-20:00
헤이미쉬(Heimish),카페,휴게음식점,07_24_05_P,2014-07-07,Y,070-7368-1261,702-912,대구광역시 북구 학정동 946-4번지 1층 ,41416,"대구광역시 북구 학남로 13, 1층 (학정동)",128.5665092,35.94869803,"커피, 음료",
투썸플레이스대구태전점,카페,휴게음식점,07_24_05_P,2014-07-14,Y,053-324-0019,702-868,대구광역시 북구 태전동 1063번지 ,41451,대구광역시 북구 칠곡중앙대로 393 (태전동),128.5477715,35.9309629,아메리카노,매일 10:00 - 23:00/일요일 10:00 - 22:00 
콤마,카페,휴게음식점,07_24_05_P,2014-10-01,Y,0507-1417-5455,702-835,대구광역시 북구 산격동 484-10번지 ,41520,"대구광역시 북구 대불서길 12-1, 1층 (산격동)",128.6144386,35.90089613,아메리카노,
데이세븐(DAY7),카페,휴게음식점,07_24_05_P,2014-10-01,Y,0507-1347-5528,702-966,"대구광역시 북구 태전동 220-1번지 1,2층 105호",41457,"대구광역시 북구 칠곡중앙대로65길 13, 1,2층 105호 (태전동)",128.5456132,35.92558396,시나몬와플,매일 13:00 - 02:00
엔제리너스칠성시장역점,카페,휴게음식점,07_24_05_P,2014-10-17,Y,053-941-3322,702-040,대구광역시 북구 대현동 353번지 ,41576,대구광역시 북구 신암로 51 (대현동),128.606474,35.87716794,아메리카노,매일 00:00 - 24:00 연중무휴
쉴만한물가,카페,휴게음식점,07_24_05_P,2013-02-05,Y,070-4256-1333,702-849,대구광역시 북구 읍내동 1336-10 ,41434,대구광역시 북구 대천로 11 (읍내동),128.550784,35.93854117,수제에이드,
시크릿가든,카페,휴게음식점,07_24_05_P,2013-02-15,Y,053-939-2267,702-842,대구광역시 북구 산격동 1407-75번지 ,41536,"대구광역시 북구 산격로10길 7, 1층 (산격동)",128.6061476,35.89504126,,
청춘다방,카페,휴게음식점,07_24_05_P,2014-11-12,Y,053-313-3726,702-863,대구광역시 북구 태전동 206-74번지 103호,41458,"대구광역시 북구 칠곡중앙대로53길 10, 103호 (태전동)",128.5454842,35.91908721,아메리카노,
쿠즈코커피(대구제일점),카페,휴게음식점,07_24_05_P,2014-11-18,Y,,702-849,대구광역시 북구 읍내동 1338번지 ,41438,"대구광역시 북구 칠곡중앙대로 454, 108동 1층 103호 (읍내동)",128.5495906,35.93677675,아메리카노,
투데이로스팅커피칠곡점,카페,휴게음식점,07_24_05_P,2014-11-26,Y,,702-802,대구광역시 북구 관음동 1292-16번지 ,41441,"대구광역시 북구 관음동로 95, 1층 (관음동)",128.5471959,35.94143013,아메리카노,
카페봄봄(보건대점),카페,휴게음식점,07_24_05_P,2013-03-11,Y,053-325-9794,702-868,대구광역시 북구 태전동 989번지 ,41452,대구광역시 북구 칠곡중앙대로 345 (태전동),128.5471249,35.92650338,아메리카노,매일 10:00 - 22:00
쥬씨경북대점,카페,휴게음식점,07_24_05_P,2016-02-02,Y,053-944-3738,702-842,대구광역시 북구 산격동 1327-1번지 ,41544,"대구광역시 북구 대학로23길 28, 1층 (산격동)",128.6092593,35.89352362,과일주스,
제이커피,카페,휴게음식점,07_24_05_P,2016-03-09,Y,053-355-5567,702-809,대구광역시 북구 노원동1가 12-2번지 ,41589,"대구광역시 북구 원대로 117-1, 1층 (노원동1가)",128.5823758,35.88802061,오미자아이스티,평일 10:30 - 22:00/토요일 11:00 - 22:00/일요일 11:00 - 19:00
마시그래이금호점,카페,휴게음식점,07_24_05_P,2016-03-11,Y,053-314-9522,702-310,대구광역시 북구 사수동 905번지 ,41598,"대구광역시 북구 한강로 46, 1층 (사수동)",128.514851,35.89691528,아메리카노,
반반다방,카페,휴게음식점,07_24_05_P,2016-03-21,Y,053-719-0212,702-040,대구광역시 북구 대현동 277-11번지 ,41570,"대구광역시 북구 대현남로6길 31, 1층 (대현동)",128.6102198,35.88002971,카페,매일 09:00 - 19:00 
복현동커피,카페,휴게음식점,07_24_05_P,2016-03-24,Y,0507-1355-4265,702-830,대구광역시 북구 복현동 360-2번지 ,41530,"대구광역시 북구 복현로 26, 1층 (복현동)",128.6240143,35.89420889,바닐라라떼,평일 08:00 - 21:00/토요일 휴무/일요일 10:00 - 21:00
커피1번지,카페,휴게음식점,07_24_05_P,2016-03-24,Y,,702-894,대구광역시 북구 서변동 1751-4번지 ,41477,"대구광역시 북구 호국로43길 27-11, 1층 (서변동)",128.5961884,35.92056605,아메리카노,
바오밥카페,카페,휴게음식점,07_24_05_P,2016-03-24,Y,,702-848,대구광역시 북구 읍내동 1281-10번지 ,41439,"대구광역시 북구 관음동로32길 9-1, 1층 (읍내동)",128.5473173,35.94681197,,
쪽방,카페,휴게음식점,07_24_05_P,2016-04-14,Y,053-243-9454,702-885,대구광역시 북구 동천동 900-1번지 ,41423,"대구광역시 북구 동천로 128, 4층 (동천동)",128.561088,35.94304754,음료,
커피팩토리,카페,휴게음식점,07_24_05_P,2016-04-14,Y,053-955-8525,702-821,대구광역시 북구 대현동 390번지 ,41570,"대구광역시 북구 대현로20길 30, 1층 (대현동, 68,69,78,79호)",128.608926,35.88111887,,
휴카페테리아,카페,휴게음식점,07_24_05_P,2016-04-18,Y,053-951-0502,702-829,대구광역시 북구 복현동 218번지 ,41527,"대구광역시 북구 복현로 35, 6동 1층 (복현동)",128.621916,35.89610729,,
몬스터커피본점,카페,휴게음식점,07_24_05_P,2016-04-18,Y,053-313-3683,702-886,대구광역시 북구 동천동 952-1 ,41422,"대구광역시 북구 팔거천동로 217, 1층 104호 (동천동, 일부)",128.5578196,35.94343434,아메리카노,매일 08:00 - 21:30
카페트아르,카페,휴게음식점,07_24_05_P,2016-04-26,Y,,702-847,대구광역시 북구 읍내동 420-6번지 ,41401,"대구광역시 북구 칠곡중앙대로128길 13, 1층 (읍내동)",128.5554099,35.95204605,아메리카노,매일 11:00 - 22:00 일요일 정기휴일
더느림,카페,휴게음식점,07_24_05_P,2018-09-11,Y,0507-1329-9861,702-310,대구광역시 북구 사수동 831번지 ,41599,"대구광역시 북구 내곡로 30-1, 골든플라자 1층 104호 (사수동)",128.5104651,35.89834578,카페라떼,평일 11:00 - 19:00/일요일 휴무 둘째 넷째 월요일 휴무
스윗클래식(sweet classic),카페,휴게음식점,07_24_05_P,2018-09-10,Y,053-218-5353,702-865,대구광역시 북구 태전동 462-1번지 ,41469,"대구광역시 북구 학정로 85, 2층 (태전동)",128.5502411,35.91549141,민트 초코 프레도,매일 11:00 - 23:00/월요일 휴무
멍그라운드,카페,휴게음식점,07_24_05_P,2018-10-29,Y,,702-886,대구광역시 북구 동천동 953-2번지 ,41422,"대구광역시 북구 동천로23길 30-21, 6층 (동천동)",128.5573757,35.94388094,,
카페소셜랩,카페,휴게음식점,07_24_05_P,2018-10-11,Y,053-311-4710,702-825,대구광역시 북구 매천동 142-1번지 ,41485,"대구광역시 북구 매천로37길 15, 1층 (매천동)",128.5410106,35.91393548,아메리카노,"평일 10:30 - 21:30/일요일 11:00 - 19:00 첫째주, 셋째주 일요일 휴무"
미소떡까페침산점,카페,휴게음식점,07_24_05_P,2018-10-10,Y,0507-1303-2547,702-858,대구광역시 북구 침산동 476-31번지 ,41550,"대구광역시 북구 성북로 33, 1층 (침산동)",128.587162,35.89127319,답례떡,평일 07:00 - 19:00
예(YE)2,카페,휴게음식점,07_24_05_P,2018-10-23,Y,,702-073,대구광역시 북구 고성동3가 102-19번지 ,41596,"대구광역시 북구 고성북로 15, 1층 (고성동3가)",128.5825979,35.88136743,,
커피바라기,카페,휴게음식점,07_24_05_P,2016-11-21,Y,,702-873,대구광역시 북구 산격동 1154-16번지 ,41538,"대구광역시 북구 연암공원로 59, 1층 (산격동)",128.5991745,35.89600303,,
루다,카페,휴게음식점,07_24_05_P,2017-01-12,Y,053-247-9785,702-040,대구광역시 북구 대현동 17-69 ,41569,"대구광역시 북구 경대로5길 12-1, 1층 (대현동)",128.6123001,35.88478342,,평일 09:30 - 19:30 일요일 휴뮤
디초코릿커피앤드,카페,휴게음식점,07_24_05_P,2017-01-17,Y,053-341-3482,702-859,대구광역시 북구 침산동 1757번지 ,41585,"대구광역시 북구 호암로 51, 파크몰A동 1층 1호 (침산동, 대구삼성창조경제단지)",128.5937778,35.88384424,초콜렛음료,10:00-22:00
카페데코믹스대구점,카페,휴게음식점,07_24_05_P,2017-01-19,Y,053-959-7770,702-832,대구광역시 북구 복현동 460-3번지 ,41564,"대구광역시 북구 동북로 276, 2층 (복현동)",128.6201604,35.8931886,아메리카노,매일 10:00 - 23:00
투썸플레이스대구삼성크리에이티브캠퍼스점,카페,휴게음식점,07_24_05_P,2017-01-24,Y,053-355-2631,702-859,대구광역시 북구 침산동 1757번지 ,41585,"대구광역시 북구 호암로 51, 기숙사B동 1, 2층 (침산동)",128.5937778,35.88384424,"커피, 케이크",09:00-24:00
키아누,카페,휴게음식점,07_24_05_P,2010-09-15,Y,053-954-3677,702-040,대구광역시 북구 대현동 104-4번지 1층 ,41569,"대구광역시 북구 대현로19길 38 (대현동,1층)",128.6101048,35.88585964,"커피, 디저트",08:00-24:00
코르코르커피,카페,휴게음식점,07_24_05_P,2010-10-13,Y,053-357-1900,702-851,대구광역시 북구 칠성동2가 2-12번지 ,41593,"대구광역시 북구 침산로21길 39, 1,2층 107,205호 (칠성동2가, 아너스로뎀)",128.5864386,35.88605704,아메리카노,
커피야,카페,휴게음식점,07_24_05_P,2014-04-22,Y,,702-876,대구광역시 북구 국우동 730-6번지 ,41408,"대구광역시 북구 구리로 199, 1층 (국우동)",128.5762043,35.94908121,"커피, 음료",
크누코옵피,카페,휴게음식점,07_24_05_P,2014-04-30,Y,053-950-5293,702-842,대구광역시 북구 산격동 1370-1 외35필지 ,41566,"대구광역시 북구 대학로 80, 지하1층 (산격동)",128.6121814,35.89061115,커피,
반반다방,카페,휴게음식점,07_24_05_P,2014-05-08,Y,0507-1407-1513,702-841,대구광역시 북구 산격동 1291-22번지 ,41535,"대구광역시 북구 대학로 133, 1층 (산격동)",128.6129541,35.89613384,커피,금요일 08:30 - 21:00/일요일휴무
마시그래이침산점,카페,휴게음식점,07_24_05_P,2016-03-18,Y,,702-857,대구광역시 북구 침산동 269-10번지 ,41559,"대구광역시 북구 침산로 153, 101동 1층 A8호 (침산동, 명성푸르지오)",128.5901796,35.88944568,,
김스커피,카페,휴게음식점,07_24_05_P,2014-05-29,Y,053-604-0007,702-845,대구광역시 북구 산격동 1621번지 ,41505,"대구광역시 북구 유통단지로 45, 1층 (산격동, 전자관)",128.6068164,35.90745872,,
카페레드베리,카페,휴게음식점,07_24_05_P,2014-06-03,Y,,702-835,대구광역시 북구 산격동 434-12번지 ,41517,"대구광역시 북구 동북로37길 64, 1층 (산격동)",128.6102403,35.90254915,,
아니스커피(ANIS Coffee),카페,휴게음식점,07_24_05_P,2014-09-11,Y,,702-805,대구광역시 북구 구암동 829-4 ,41472,"대구광역시 북구 구암로50길 3, 1층 (구암동)",128.5665422,35.93337097,"커피, 에이드, 스무디 등",11:00-22:00
샐러데이경북대점,카페,휴게음식점,07_24_05_P,2014-09-29,Y,053-652-5729,702-842,대구광역시 북구 산격동 1309-17번지 ,41544,대구광역시 북구 대학로23길 18 (산격동),128.6099578,35.89430302,샐러드,11:00-21:00/화요일 휴무
투포인트,카페,휴게음식점,07_24_05_P,2014-06-09,Y,,702-807,대구광역시 북구 구암동 774-8번지 ,41424,대구광역시 북구 동암로38길 3-19 (구암동),128.5718812,35.94269489,"커피, 음료",11:00-22:30
라비타커피,카페,휴게음식점,07_24_05_P,2016-03-31,Y,,702-852,대구광역시 북구 칠성동2가 302-155번지 ,41581,"대구광역시 북구 태평로 161, 지하2층 (칠성동2가, 대구민자역사 롯데백화점)",128.5955651,35.87605699,,
골목안쪽,카페,휴게음식점,07_24_05_P,2014-06-27,Y,,702-885,대구광역시 북구 동천동 896-1번지 빅타운 ,41423,"대구광역시 북구 동암로 110, 빅타운 1층 109호 (동천동)",128.5628417,35.94392387,"커피, 쿠키",11:00-20:00
카페마실,카페,휴게음식점,07_24_05_P,2012-11-19,Y,053-312-7421,702-912,대구광역시 북구 학정동 937-1번지 ,41416,대구광역시 북구 학남로3길 33 (학정동),128.567405,35.95138902,JMT라떼,평일 12:00 - 21:30 주말 13:00 - 21:30
까페모임,카페,휴게음식점,07_24_05_P,2012-11-28,Y,,702-807,대구광역시 북구 구암동 780-1번지 ,41424,대구광역시 북구 동암로38길 9-4 (구암동),128.5704058,35.94222489,"커피, 음료",
카페반반,카페,휴게음식점,07_24_05_P,2012-12-10,Y,,702-320,대구광역시 북구 동호동 548-10번지 ,41406,"대구광역시 북구 칠곡중앙대로136길 14, 가동 1층 (동호동, 외1필지)",128.556505,35.95615509,,
커피명가 경대북문점,카페,휴게음식점,07_24_05_P,2012-12-11,Y,053-951-0892,702-842,대구광역시 북구 산격동 1335-5번지 ,41544,대구광역시 북구 대학로23길 31 (산격동),128.6092969,35.89327468,"커피, 케이크",11:00-23:00
슬립리스인시애틀,카페,휴게음식점,07_24_05_P,2010-11-29,Y,053-313-9595,702-807,대구광역시 북구 구암동 768번지 (1층) ,41424,"대구광역시 북구 구암로65길 50-11 (구암동,(1층))",128.5644193,35.94262361,"커피, 음료",10:00-24:00
유아어썸커피,카페,휴게음식점,07_24_05_P,2010-12-16,Y,053-313-8858,702-826,대구광역시 북구 매천동 681번지 ,41487,대구광역시 북구 매전로 6 (매천동),128.5427859,35.90855988,딸기라떼,매일 11:00 - 22:00
잉글리쉬카페,카페,휴게음식점,07_24_05_P,2011-01-07,Y,,702-842,대구광역시 북구 산격동 1328-4번지 지하1층 ,41544,"대구광역시 북구 대학로 101 (산격동,지하1층)",128.6105354,35.89400367,,
에녹커피,카페,휴게음식점,07_24_05_P,2011-01-13,Y,,702-081,대구광역시 북구 노원동1가 359 외4필지 ,41589,"대구광역시 북구 원대로 91 (노원동1가,외4필지)",128.5817449,35.88568327,,
커피바스켓,카페,휴게음식점,07_24_05_P,2015-11-03,Y,053-261-6996,702-886,대구광역시 북구 동천동 926-7번지 ,41427,"대구광역시 북구 팔거천동로34길 2-17, 1층 (동천동)",128.5577239,35.9376692,아메리카노,매일 12:00 - 22:00/일요일 휴무
별다방,카페,휴게음식점,07_24_05_P,2015-11-05,Y,,702-857,대구광역시 북구 침산동 375-1번지 ,41591,"대구광역시 북구 침산남로 122-6, 라동 1층 (침산동)",128.5885722,35.88834783,다방커피,평일 09:00 - 20:00
모모커피,카페,휴게음식점,07_24_05_P,2015-11-09,Y,,702-848,대구광역시 북구 읍내동 1208-2번지 ,41442,"대구광역시 북구 칠곡중앙대로 519, 1층 (읍내동, 척척병원)",128.5503392,35.94201802,아메리카노,
썸(SSUM),카페,휴게음식점,07_24_05_P,2015-11-20,Y,,702-847,대구광역시 북구 읍내동 1236-47번지 ,41402,대구광역시 북구 칠곡중앙대로 614-29 (읍내동),128.5541123,35.94978235,아메리카노,
빽다방대구보건대점,카페,휴게음식점,07_24_05_P,2015-11-26,Y,053-311-3911,702-868,대구광역시 북구 태전동 964-11번지 ,41452,"대구광역시 북구 칠곡중앙대로69길 26, 1층 (태전동)",128.5444766,35.92705645,아메리카노,평일 08:00 - 19:00/주말 09:00 - 19:00
