,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,Latitude,Longitude,영업시간,전화번호,연결사이트,설명,메뉴,키워드
78,대명5동 동네커피 대명점,동네커피 대명점,4.81,109,28,대구 남구 명덕시장길 69 동네커피 대명점,35.8453831,128.5869251,08:00 - 22:00,0507-1425-3922,https://baemin.me/-dFZSEols,"""*동네커피는 매일 아침 준비한 신선한 재료를 사용하여 최상의 커피 및 디저트를 제공하기 위해 노력합니다

*동네커피의 모든 메뉴는 주문 즉시 만듭니다

*모든커피음료는 기본 투샷으로 만듭니다.

- 자몽, 레몬, 패션후르츠, 오렌지, 복숭아는 ' 청을 직접 담아서 ' 사용합니다 .
- 음료에 첨가된 '시럽' 마저 '직접 끓여서' 사용합니다.
 (매장에 오시면 가끔 끓이는거 볼 수 있습니다)
- 모든재료는 0.1g까지 측정하는 '정밀'전자저울'을
 사용하여 항상 같은 맛을 유지 합니다.""",공사중,"""{'커피가 맛있어요': '36', '음료가 맛있어요': '29', '인테리어가 멋져요': '25', '친절해요': '24', '매장이 청결해요': '21', '디저트가 맛있어요': '20', '대화하기 좋아요': '12', '화장실이 깨끗해요': '12', '사진이 잘 나와요': '10', '가성비가 좋아요': '10', '특별한 메뉴가 있어요': '10', '좌석이 편해요': '5', '뷰가 좋아요': '2', '주차하기 편해요': '1', '집중하기 좋아요': '1'}"""
79,대명5동 커피매거진 영대병원점,커피매거진 영대병원점,초기값,79,14,대구 남구 명덕시장길 83,35.8454436,128.5878504,11:00 - 23:00,0507-1484-0206,http://www.instagram.com/coffeemagazine_yuh,"""대명동 대표 커피 디저트 전문점 커피매거진 입니다""",공사중,"""{'커피가 맛있어요': '7', '매장이 청결해요': '7', '디저트가 맛있어요': '6', '인테리어가 멋져요': '4', '음료가 맛있어요': '3', '대화하기 좋아요': '3', '좌석이 편해요': '2', '친절해요': '1', '사진이 잘 나와요': '1', '가성비가 좋아요': '1'}"""
80,대명5동 요거트월드 대명점,요거트월드 대명점,초기값,68,17,대구 남구 명덕시장길 87-11 1층,35.8458783,128.5879378,10:00 - 01:00,0506-672-8373,NO INFO,"""1등급 우유와 최상급 유산균 베이스로 만든 요거트아이스크림, 그릭요거트 전문점 요거트월드입니다. >_<

- 텁텁한 속을 소화제처럼 진정시켜주는 시-원 깔-끔 요거트아이스크림
- 무설탕, 무가당 꾸-덕 꾸-덕 그릭요거트
- 다양한 토핑을 나만의 조합으로! 커스텀 아이스크림, 그릭요거트!
- 커스텀이 어려우신 분들을 위한 세트메뉴까지!

저희 요거트월드는 여러분의 바쁜 일상 속에서 건강하고 맛있는 디저트로 힐링과 행복을 드리기 위해 활짝 열려있을 것을 약속드립니다. ㅎㅎ""",공사중,"""{'디저트가 맛있어요': '38', '친절해요': '26', '커피가 맛있어요': '19', '가성비가 좋아요': '12', '특별한 메뉴가 있어요': '12', '음료가 맛있어요': '9', '매장이 청결해요': '9', '주차하기 편해요': '2', '사진이 잘 나와요': '2'}"""
81,대명5동 카페 리브라,카페 리브라,초기값,396,55,"대구 남구 봉덕남로 72-4 카페리브라 1,2층",35.8416598,128.5928253,10:00 - 22:00,053-472-0023,NO INFO,"""Libra cafe""",공사중,"""{'커피가 맛있어요': '107', '주차하기 편해요': '87', '대화하기 좋아요': '61', '빵이 맛있어요': '59', '매장이 청결해요': '57', '음료가 맛있어요': '48', '친절해요': '45', '좌석이 편해요': '43', '인테리어가 멋져요': '41', '화장실이 깨끗해요': '25', '뷰가 좋아요': '19', '집중하기 좋아요': '15', '가성비가 좋아요': '10', '특별한 메뉴가 있어요': '9'}"""
82,봉덕2동 브렌치카페,브랜치카페,초기값,38,2,대구 남구 봉덕로 135 상가 1층,35.8451445,128.605026,08:30 - 22:30,053-472-0777,NO INFO,"""매일 직접 로스팅한 스페셜티 원두로 다양한 커피를 즐기실수 있습니다.""",공사중,"""{'커피가 맛있어요': '29', '친절해요': '18', '대화하기 좋아요': '11', '디저트가 맛있어요': '10', '매장이 청결해요': '10', '음료가 맛있어요': '8', '가성비가 좋아요': '5', '좌석이 편해요': '2', '집중하기 좋아요': '2'}"""
83,대명5동 스타벅스 대구영대병원역DT점,스타벅스 대구영대병원역DT점,4.61,3659,78,대구 남구 봉덕로 25,35.8454532,128.5935315,"매장 07:00 - 22:00
드라이브스루 07:00 - 22:00",1522-3232,http://www.starbucks.co.kr/,"""1.주차가능 2.주차장위치:매장 앞 주차장 이용 3.주차가능대수:6대(장애인 주차 1대 포함) 4.주차조건:영수증 1만원이상 2시간 무료 5.주차요금 정산방법:정산없이 출차""",공사중,"""{'커피가 맛있어요': '935', '친절해요': '516', '음료가 맛있어요': '418', '매장이 청결해요': '338', '디저트가 맛있어요': '254', '대화하기 좋아요': '228', '집중하기 좋아요': '188', '좌석이 편해요': '174', '주차하기 편해요': '144', '인테리어가 멋져요': '135', '화장실이 깨끗해요': '102', '특별한 메뉴가 있어요': '95', '뷰가 좋아요': '65', '사진이 잘 나와요': '60', '가성비가 좋아요': '59', '주문제작을 잘해줘요': '1', '매장이 넓어요': '1', '단체모임 하기 좋아요': '1'}"""
84,봉덕2동 카페봉덕,카페봉덕,4.69,131,104,대구 남구 봉덕로 45 1층,35.8452986,128.595574,11:00 - 20:00,070-4741-2237,https://www.instagram.com/cafebongduck,"""NO INFO""",공사중,"""{'커피가 맛있어요': '54', '친절해요': '39', '음료가 맛있어요': '30', '뷰가 좋아요': '25', '대화하기 좋아요': '18', '주차하기 편해요': '15', '가성비가 좋아요': '14', '디저트가 맛있어요': '13', '인테리어가 멋져요': '13', '사진이 잘 나와요': '13', '매장이 청결해요': '13', '특별한 메뉴가 있어요': '7', '좌석이 편해요': '6', '화장실이 깨끗해요': '5', '음식이 빨리 나와요': '1'}"""
85,봉덕2동 칼라스,칼라스쿠키,초기값,32,24,"대구 남구 봉덕로 62 1층, 칼라스(CALLAS)",35.8447058,128.5974722,NO INFO,0507-1307-5617,https://smartstore.naver.com/,"""르뱅쿠키
뚱샌드위치
커피,음료

칼라스쿠키는 칼리바우트 초콜릿, 발로나코코아파우더, 최상급 견과류,건과일,뉴질랜드버터와 크림치즈만을 사용하여 재료고유의 풍미를 느끼실 수 있는 수제쿠키입니다

칼라스쿠키는 당일 생산만 합니다

칼라스 뚱샌드위치는 최강의 신선함을 약속드립니다
(단체주문 2,3일전 예약부탁드립니다)
(야채수급에 따라 한정판매합니다)""",공사중,"""{'친절해요': '18', '디저트가 맛있어요': '13', '음료가 맛있어요': '10', '커피가 맛있어요': '9', '매장이 청결해요': '6', '포장이 깔끔해요': '5', '재료가 신선해요': '4', '인테리어가 멋져요': '4', '아늑해요': '3', '음식이 빨리 나와요': '2', '선물하기 좋아요': '2', '집중하기 좋아요': '2', '빵이 맛있어요': '1', '좌석이 편해요': '1', '사진이 잘 나와요': '1', '가성비가 좋아요': '1', '비싼 만큼 가치있어요': '1', '특별한 메뉴가 있어요': '1', '대화하기 좋아요': '1'}"""
86,봉덕1동 나랑노랑,나랑노랑,초기값,15,3,대구 남구 봉덕로13길 9 1층,35.8454582,128.5970142,"08:00 - 19:30
19:25 라스트오더",0507-1414-7668,https://www.instagram.com/na_rang_no_rang,"""안녕하세요! 디저트카페 나랑노랑 입니다.
나랑노랑은 좋은재료 가득가득 넣어
수제로 하나하나 정성스럽게 만들고 있습니다.
맛있는 디저트 드시러 오세요!""",공사중,"""{'디저트가 맛있어요': '10', '친절해요': '9', '매장이 청결해요': '8', '커피가 맛있어요': '4', '음료가 맛있어요': '4', '특별한 메뉴가 있어요': '4', '인테리어가 멋져요': '2', '가성비가 좋아요': '2', '대화하기 좋아요': '2', '아늑해요': '1', '선물하기 좋아요': '1', '사진이 잘 나와요': '1', '화장실이 깨끗해요': '1', '종류가 다양해요': '1'}"""
87,봉덕2동 혜이커피,혜이커피,초기값,46,3,대구 남구 봉덕로19길 57 1층,35.8469405,128.5990492,"12:00 - 22:00
21:50 라스트오더",053-477-0071,https://www.instagram.com/,"""인스타그램 hye2_coffee
배달의민족 ( 혜이커피 ) 검색하세요:D

커피와 크로넛이 맛있는 봉덕동 신상 카페입니다!
매장이 협소한 관계로 많은 고객님들을 한번에 수용하기 어려운 점 양해부탁드립니다:)
크로넛과 토스트는 주문시 바로 조리가 진행되어 더 바삭하게 맛보실 수 있습니다.
배달의 민족에서도 만나요~""",공사중,"""{'커피가 맛있어요': '32', '친절해요': '21', '디저트가 맛있어요': '15', '매장이 청결해요': '13'}"""
88,대명2동 마스가토,마스가토,초기값,71,30,대구 남구 봉덕로1길 133 1층mas,35.8507837,128.5931297,NO INFO,0507-1395-9980,https://www.instagram.com/mas.gateau,"""안녕하세요 휘낭시에 전문점 마스가토 입니다 마 스가토에서 만들어지는 모든 상품은 수분기가 적 은 휘낭시에 반죽에 가장 적합한 프랑스산...""",공사중,"""{'디저트가 맛있어요': '58', '친절해요': '40', '매장이 청결해요': '27', '특별한 메뉴가 있어요': '19'}"""
89,봉덕1동 띤또카페,로스터리카페 띤또,초기값,41,3,대구 남구 봉덕로1길 19 로스터리 카페 띤또,35.8464174,128.5910299,NO INFO,053-471-5189,https://www.instagram.com/roasterycafe_bakery_tinto,"""저희 띤또는 매일 매장에서 전세계 각지의 원두 를 로스팅하여 커피의 신선함과 풍미를 느끼실 수 있도록 노력하고 있습니다. 산지별 원...""",공사중,"""{'친절해요': '17', '커피가 맛있어요': '15', '디저트가 맛있어요': '8', '음료가 맛있어요': '7', '가성비가 좋아요': '4', '특별한 메뉴가 있어요': '3', '대화하기 좋아요': '3'}"""
90,봉덕1동 카페봄봄 남구청점,카페봄봄 남구청점,4.41,232,초기값,대구 남구 봉덕로24길 6,35.8443563,128.6019719,09:00 - 21:00,053-471-1982,https://www.cafebombom.co.kr,"""NO INFO""",공사중,"""{'커피가 맛있어요': '52', '가성비가 좋아요': '51', '음료가 맛있어요': '44', '친절해요': '39', '매장이 청결해요': '7', '디저트가 맛있어요': '6', '대화하기 좋아요': '5', '특별한 메뉴가 있어요': '3', '좌석이 편해요': '1', '인테리어가 멋져요': '1'}"""
91,봉덕2동 그다방,그다방,3.87,116,초기값,대구 남구 봉덕로27길 16-1,35.8454645,128.602937,NO INFO,053-472-5109,NO INFO,"""NO INFO""",공사중,"""{'커피가 맛있어요': '30', '친절해요': '22', '대화하기 좋아요': '18', '가성비가 좋아요': '14', '음료가 맛있어요': '10'}"""
92,봉덕1동 코지커피,코지커피,초기값,16,5,대구 남구 봉덕로5길 23 1층 코지커피,35.8463768,128.5930072,"08:00 - 22:00
21:30 라스트오더",0507-1366-9606,https://www.instagram.com/_cozy_coffee_,"""안녕하세요 대구 봉덕동 카페 코지입니다!""",공사중,"""{'커피가 맛있어요': '11', '친절해요': '9', '매장이 청결해요': '6', '인테리어가 멋져요': '4'}"""
93,이천동 별책다방,별책다방,4.69,141,110,대구 남구 봉덕로9길 89-36 별책다방,35.8498329,128.596813,12:00 - 22:00,0507-1374-1025,NO INFO,"""대구 남구 봉덕동에 위치하고 있는 갤러리&서점카페 입니다.""",공사중,"""{'커피가 맛있어요': '47', '친절해요': '44', '인테리어가 멋져요': '24', '대화하기 좋아요': '20', '매장이 청결해요': '16'}"""
94,봉덕3동 랑데부,랑데부,초기값,24,11,대구 남구 봉덕초등길 47 1층 랑데부,35.8389047,128.5961164,"11:00 - 21:00
20:50 라스트오더",0507-1311-2790,https://www.instagram.com/rendezvous_daegu,"""커피에 좀더 집중하기 위해 기본적인 커피와 음료와 디저트를 판매하고 있습니다.

노펫, 외부음식 반입 금지입니다.

1인 1잔 매장입니다.

1인 운영 매장이다보니 주문 및 음료 제공이 늦어질 수 있습니다. 양해 부탁드립니다.""",공사중,"""{'커피가 맛있어요': '14', '디저트가 맛있어요': '10', '인테리어가 멋져요': '7', '매장이 청결해요': '6', '좌석이 편해요': '5', '음료가 맛있어요': '5', '친절해요': '4', '대화하기 좋아요': '4', '가성비가 좋아요': '3', '집중하기 좋아요': '3', '화장실이 깨끗해요': '2', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1'}"""
95,대명2동 아티스트바이,아티스트바이,4.62,89,10,대구 남구 삼각지4길 20 1층,35.8504504,128.5840869,09:00 - 20:00,0507-1407-5014,http://instagram.com/artistby_coffee,"""아티스트바이는 굿즈와 향긋한커피를 제공합니 다. 착한커피가격 확실한 산미와 다크한 원두의 향기, 편안한 휴식, 추억의카페맛, 진한 맛,...""",공사중,"""{'커피가 맛있어요': '35', '친절해요': '22', '매장이 청결해요': '14', '뷰가 좋아요': '13', '음료가 맛있어요': '11', '가성비가 좋아요': '10', '대화하기 좋아요': '10', '사진이 잘 나와요': '6', '인테리어가 멋져요': '5', '화장실이 깨끗해요': '5', '좌석이 편해요': '2', '주차하기 편해요': '2', '집중하기 좋아요': '2', '디저트가 맛있어요': '1', '특별한 메뉴가 있어요': '1'}"""
96,대명3동 예니네 베이커리카페 대구점,예니네 대구점,4.43,46,16,대구 남구 삼각지4길 47,35.8516497,128.5845341,NO INFO,010-7668-0028,https://www.instagram.com/yeani_ne_daegu/,"""휴무일은 매달 변경됩니다!""",공사중,"""{'커피가 맛있어요': '16', '디저트가 맛있어요': '11', '친절해요': '9', '가성비가 좋아요': '5', '대화하기 좋아요': '5', '매장이 청결해요': '4', '음료가 맛있어요': '3', '인테리어가 멋져요': '3', '사진이 잘 나와요': '3', '빵이 맛있어요': '1', '좌석이 편해요': '1', '특별한 메뉴가 있어요': '1', '뷰가 좋아요': '1'}"""
97,대명3동 타미즈바이올렛,타미즈바이올렛카페,4.75,19,39,대구 남구 삼각지5길 8-1,35.8502996,128.5827068,11:00 - 22:00,053-623-2466,NO INFO,"""NO INFO""",공사중,"""{'인테리어가 멋져요': '11', '대화하기 좋아요': '8', '친절해요': '6', '커피가 맛있어요': '3', '사진이 잘 나와요': '3', '특별한 메뉴가 있어요': '3', '디저트가 맛있어요': '2', '음료가 맛있어요': '2', '가성비가 좋아요': '1', '매장이 청결해요': '1', '뷰가 좋아요': '1'}"""
98,대명3동 펠리즈커피,펠리즈커피,4.46,60,10,대구 남구 성당로60길 39,35.8580138,128.5765514,NO INFO,070-7547-9641,https://blog.naver.com/tidlsld2432,"""NO INFO""",공사중,"""{'커피가 맛있어요': '13', '음료가 맛있어요': '9', '친절해요': '9', '디저트가 맛있어요': '8', '가성비가 좋아요': '8', '주차하기 편해요': '2', '특별한 메뉴가 있어요': '2', '매장이 청결해요': '2'}"""
99,남산4동 더캄,더캄,초기값,376,125,대구 남구 성당로60길 90 2층,35.856762,128.5788453,NO INFO,0507-1357-6225,https://www.instagram.com/thecalm_namsan,"""대구 남산역 부근에 위치한 코스디저트 더캄입니 다 코스로 구성된 디저트와 함께 차/와인(non alc ohol)/핸드드립커피 준비되어있습니다. 디...""",공사중,"""{'디저트가 맛있어요': '299', '특별한 메뉴가 있어요': '294', '친절해요': '267', '매장이 청결해요': '181', '인테리어가 멋져요': '129', '대화하기 좋아요': '129', '음료가 맛있어요': '86', '사진이 잘 나와요': '83', '좌석이 편해요': '43', '커피가 맛있어요': '42', '화장실이 깨끗해요': '29', '집중하기 좋아요': '19', '가성비가 좋아요': '13', '뷰가 좋아요': '9', '차분한 분위기에요': '3', '특별한 날 가기 좋아요': '3', '코스요리가 알차요': '2', '재료가 신선해요': '2', '종류가 다양해요': '2'}"""
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
