,사업장명,카페이름,,,,,,,,
2053,고산2동 배터리커피스탠드,배터리커피스탠드,,,,,,,,
2054,고산2동 더리터 수성IC점,더리터 수성ic점,,,,,,,,
2055,고산2동 댐퍼커피 알파시티점,댐퍼커피 알파시티점,,,,,,,,
2056,고산2동 몬스터커피 알파시티점,몬스터커피 알파시티점,,,,,,,,
2057,고산2동 핑퐁커피 알파시티점,핑퐁커피 알파시티점,,,,,,,,
2058,고산2동 빽다방 대구알파시티점,빽다방 대구알파시티점,,,,,,,,
2059,고산2동 더리터 대구알파시티점,더리터 대구알파시티점,,,,,,,,
2060,고산2동 디저트39 알파시티점,디저트39 대구알파시티점,,,,,,,,
2061,고산2동 카페봄봄 알파시티점,봄봄 알파시티점,,,,,,,,
2062,고산2동 올웨이즈카페,Always Cafe,,,,,,,,
2063,고산2동 마노커피,마노커피,,,,,,,,
2064,파동 핸즈커피 수성못점,핸즈커피 수성못점,,,,,,,,
2065,지산2동 고바슨,르그랑팔레드 고바슨 수성점,,,,,,,,
2066,지산2동 커피명가 어나더 랩,커피명가 ANOTHER WRAP,,,,,,,,
2067,지산2동 할리스 대구수성못점,할리스 대구수성못점,,,,,,,,
2068,지산2동 투썸플레이스 대구수성못점,투썸플레이스 대구수성못점,,,,,,,,
2069,파동 코트니마켓,코트니마켓,,,,,,,,
2070,지산2동 더리터 지산목련점,더리터 지산목련점,,,,,,,,
2071,범물2동 투썸플레이스 지산광장점,투썸플레이스 대구지산광장점,,,,,,,,
2072,두산동 탐앤탐스 대구수성못호반점,탐앤탐스 대구수성못호반점,,,,,,,,
2073,두산동 헬로72번가,헬로72번가,,,,,,,,
2074,파동 엔제리너스 아일랜드점,엔제리너스 아일랜드점,,,,,,,,
2075,파동 커피스미스,커피스미스 대구 수성레이크점,,,,,,,,
2076,두산동 아트플렉스,아트플렉스,,,,,,,,
2077,파동 mijiro,미지로,,,,,,,,
2078,두산동 웰스프링,카페웰스프링,,,,,,,,
2079,지산2동 덴스댄스요거트,덴스댄스,,,,,,,,
2080,지산2동 happyhappyhappy,해피해피해피,,,,,,,,
2081,고산1동 팔레트카페,팔레트카페,,,,,,,,
2082,고산1동 카페욱수,카페욱수,,,,,,,,
2083,고산1동 피카커피 욱수점,피카커피 욱수점,,,,,,,,
2084,고산1동 푸푸커피,푸푸커피 시지점,,,,,,,,
2085,고산1동 카페하늘 민들레,카페하늘민들레,,,,,,,,
2086,지산1동 모하커피,모하커피,,,,,,,,
2087,범물2동 더리터 지산점,더리터 지산점,,,,,,,,
2088,범물2동 쥬씨 지산범물점,쥬씨 지산범물점,,,,,,,,
2089,범물2동 커피명가 지산점,커피명가 지산점,,,,,,,,
2090,범물2동 공차 대구범물점,공차 대구범물점,,,,,,,,
2091,범물2동 빽다방 대구범물시티월드점,빽다방 대구범물시티월드점,,,,,,,,
2092,범물2동 카페봄봄 범물점,카페봄봄 지산범물점,,,,,,,,
2093,범물1동 라부아뜨엘,라부아뜨엘,,,,,,,,
2094,범물1동 카페봄봄 대구용지점,카페봄봄 용지점,,,,,,,,
2095,범물2동 까페앨리스,까페앨리스,,,,,,,,
2096,범물2동 카페아미,카페아미,,,,,,,,
2097,범물1동 디오커피&잉크,디오커피&잉크,,,,,,,,
2098,지산1동 모든순간,모든순간,,,,,,,,
2099,지산2동 조조스커피클럽,조조스커피클럽,,,,,,,,
2100,지산2동 에그트리,에그트리,,,,,,,,
2101,지산1동 어벤더치커피 대구 지범점,어벤더치 대구지범점,,,,,,,,
2102,지산1동 엑트,엑트,,,,,,,,
2103,범물2동 하삼동커피 대구지산범물점,하삼동커피 대구지산범물점,,,,,,,,
2104,범물2동 하바나커피,하바나커피 지산점,,,,,,,,
2105,범물2동 카페마일드,카페마일드,,,,,,,,
2106,범물2동 에렌델,에렌델,,,,,,,,
2107,범물2동 esc 범물점,이에스씨 범물점,,,,,,,,
2108,범물1동 피쉬마운트 범물점,피쉬마운트커피 범물점,,,,,,,,
2109,범물2동 북카페커피하우스,북카페커피하우스,,,,,,,,
2110,범물1동 메숲,카페 메숲,,,,,,,,
2111,범물1동 말카커피,말카커피,,,,,,,,
2112,범물2동 예쁜하루디저트카페,예쁜하루디저트카페,,,,,,,,
2113,범물1동 카페헤이닷,카페 헤이닷,,,,,,,,
2114,범물1동 몬스터커피 범물점,몬스터커피 범물점,,,,,,,,
2115,범물1동 만랩커피 대구수성범물점,만랩커피 대구수성범물점,,,,,,,,
2116,범물2동 트리오브헤븐,트리오브헤븐,,,,,,,,
2117,범물1동 투썸플레이스 대구범물점,투썸플레이스 대구범물점,,,,,,,,
2118,범물1동 엘리먼트비,엘리먼트비,,,,,,,,
2119,지산2동 차우림,차우림,,,,,,,,
2120,고산3동 09264 커피갤러리,카페 공구이육사,,,,,,,,
2121,고산2동 마이리틀퐁,마이리틀퐁,,,,,,,,
2122,고산2동 아틀리에빈 고산점,아틀리에빈 고산점,,,,,,,,
2123,수성2가동 카페클레오파트라,카페 클레오파트라,,,,,,,,
2124,수성3가동 마쥬,마쥬,,,,,,,,
2125,황금2동 텐퍼센트커피 대구황금엘포레점,텐퍼센트커피 대구황금엘포레점,,,,,,,,
2126,중동 설렘커피 본점,설렘본점,,,,,,,,
2127,중동 흐드러진커피,흐드러진커피,,,,,,,,
2128,황금2동 살랑커피,살랑커피,,,,,,,,
2129,수성2가동 레디투커피,레디투커피,,,,,,,,
2130,범어1동 레프트뱅크커피 범어에일린점,레프트뱅크커피 범어에일린점,,,,,,,,
2131,수성2가동 블루샥 대구범어점,블루샥 대구범어점,,,,,,,,
2132,범어1동 노바디커피클럽,노바디커피클럽,,,,,,,,
2133,범어1동 켑트커피,켑트커피 범어,,,,,,,,
2134,범어1동 카페생활,카페생활,,,,,,,,
2135,수성2가동 마루모리,마루모리카페,,,,,,,,
2136,황금2동 또리커피 수성점,또리커피 수성점,,,,,,,,
2137,황금2동 유엠엠커피(UMMCOFFEE),유엠엠커피,,,,,,,,
2138,두산동 셀프바리스타 황금점,셀프바리스타 황금점,,,,,,,,
2139,두산동 파스쿠찌 대구황금점,파스쿠찌 대구황금점,,,,,,,,
2140,황금1동 공차 대구황금점,공차 대구황금점,,,,,,,,
2141,황금1동 쿠스커피,CUS COFFEE,,,,,,,,
2142,중동 오하커피,오하커피,,,,,,,,
2143,만촌3동 리움,리움,,,,,,,,
2144,두산동 마가렛루멘,마가렛루멘,,,,,,,,
2145,두산동 몬스터커피 두산점,몬스터커피 두산점,,,,,,,,
2146,두산동 읍천리382 대구두산점,읍천리382 두산점,,,,,,,,
2147,두산동 하삼동커피 대구두산점,하삼동커피 대구두산점,,,,,,,,
2148,두산동 메가MGC커피 대구황금점,메가MGC커피 대구황금점,,,,,,,,
2149,두산동 더벤티 대구두산점,더벤티 대구두산점,,,,,,,,
2150,지산1동 타샤커피,타샤커피,,,,,,,,
2151,황금1동 쭈롱베이크샵,쭈롱베이크샵,,,,,,,,
2152,황금1동 바질커피,바질커피,,,,,,,,
2153,황금1동 비포커피,비포커피,,,,,,,,
2154,범어4동 서로커피 만촌점,서로커피 만촌점,,,,,,,,
2155,황금1동 이디야커피 대구범어경신점,이디야커피 대구범어경신점,,,,,,,,
2156,범어4동 이끌림스터디카페,이끌림스터디카페 범어점,,,,,,,,
2157,황금1동 히스,히스,,,,,,,,
2158,범어4동 카페 로즈앤코튼,카페 로즈앤코튼,,,,,,,,
2159,만촌2동 teo,teo cafe,,,,,,,,
2160,만촌2동 얼리부띠끄카페,얼리 부띠끄 카페,,,,,,,,
2161,만촌3동 쿠우,쿠우,,,,,,,,
2162,만촌2동 충의로 3,충의로 3,,,,,,,,
2163,가창면 카페봄봄 대구파동점,카페봄봄 파동점,,,,,,,,
2164,파동 커피패밀리 파동점,커피패밀리 파동점,,,,,,,,
2165,가창면 카페노리터,카페노리터,,,,,,,,
2166,가창면 비그릭,비그릭,,,,,,,,
2167,가창면 이오커피,이오커피,,,,,,,,
2168,파동 라고디카페,라고디카페,,,,,,,,
2169,상동 커피파리스,커피파리스,,,,,,,,
2170,가창면 고요의 숲,고요의숲,,,,,,,,
2171,파동 카페파잠리,카페파잠리,,,,,,,,
2172,고산2동 산너머그집꿀,산너머그집 꿀카페,,,,,,,,
2173,만촌1동 낮잔에밤별소,낮잔에밤별소,,,,,,,,
2174,만촌1동 카페꽃이피다 만촌점,카페꽃이피다만촌점,,,,,,,,
2175,효목2동 파스쿠찌 대구만촌점,파스쿠찌 대구만촌점,,,,,,,,
2176,만촌1동 듀,듀,,,,,,,,
2177,만촌1동 샌타바버라,샌타바버라,,,,,,,,
2178,만촌1동 카페봄봄 만촌점,카페봄봄 만촌점,,,,,,,,
2179,만촌1동 몬스터커피 만촌점,몬스터커피 만촌점,,,,,,,,
2180,만촌1동 뵈르카페,뵈르카페,,,,,,,,
2181,만촌1동 크로스워크,크로스워크,,,,,,,,
2182,중동 멜티드,멜티드,,,,,,,,
2183,황금2동 룰루블루,룰루블루,,,,,,,,
2184,황금1동 카페 아틀란,카페 아틀란,,,,,,,,
2185,황금2동 힙오커피,힙오커피,,,,,,,,
2186,도원동 구트오피스커피,구트오피스커피,,,,,,,,
2187,동인동 스커트케이크샵,스커트케이크샵,,,,,,,,
2188,동인동 미스터브리즈커피 대구시청점,미스터브리즈커피 대구시청점,,,,,,,,
2189,도원동 서스카페,서스카페,,,,,,,,
2190,성내2동 러브모드,카페 러브모드,,,,,,,,
2191,성내2동 차방책방,차방책방,,,,,,,,
2192,성내3동 넌테이블,넌테이블,,,,,,,,
2193,삼덕동 더리터 동성로점,더리터 동성로점,,,,,,,,
2194,성내1동 이얼즈,이얼즈,,,,,,,,
2195,성내1동 빌로우 대구시청점,BELOW DAEGU CITY HALL,,,,,,,,
2196,삼덕동 카페헤이화,카페 헤이화,,,,,,,,
2197,삼덕동 혜동,혜동,,,,,,,,
2198,삼덕동 85커피,85커피,,,,,,,,
2199,남산2동 카페쵸피,카페 쵸피,,,,,,,,
2200,남산1동 탈린커피바,탈린커피바,,,,,,,,
2201,성내1동 까사넬로,까사넬로,,,,,,,,
2202,성내1동 버건디,버건디,,,,,,,,
2203,성내1동 북성로사람들,북성로사람들,,,,,,,,
2204,대신동 오퍼커피 서문시장점,오퍼커피 서문시장점,,,,,,,,
2205,도원동 매스커피 서문점,매스커피 서문점,,,,,,,,
2206,성내3동 더리터 대구서문시장점,더리터 서문시장점,,,,,,,,
2207,성내3동 카페이든,카페이든,,,,,,,,
2208,성내2동 물댄동산,물댄동산,,,,,,,,
2209,성내3동 로맨스빠빠,로맨스빠빠,,,,,,,,
2210,성내3동 카페마롱,카페마롱,,,,,,,,
2211,성내3동 커피한잔할래요,커피한잔할래요,,,,,,,,
2212,성내3동 아파트먼트 대구중앙점,아파트먼트 중앙점,,,,,,,,
2213,성내3동 할리스 롯데시네마프리미엄만경관점,할리스 만경관점,,,,,,,,
2214,성내3동 이디야커피 대구만경관점,이디야커피 대구만경관점,,,,,,,,
2215,성내1동 스쿱당,스쿱당 대구동성로점,,,,,,,,
2216,성내1동 영원아카이브,영원아카이브,,,,,,,,
2217,동인동 피삼사(pisamsa),피삼사,,,,,,,,
2218,동인동 커피러셀 동인점,커피러셀 동인점,,,,,,,,
2219,동인동 이디야커피 대구중구청점,이디야커피 대구중구청점,,,,,,,,
2220,동인동 카페로건,카페로건,,,,,,,,
2221,동인동 카페코튼 베이커리카페,카페코튼,,,,,,,,
2222,신천1동 영과점,영과점,,,,,,,,
2223,동인동 여름다방,여름다방,,,,,,,,
2224,동인동 크로플덕오리아가씨 대구중구점,크로플덕 오리아가씨 대구중구점,,,,,,,,
2225,성내2동 온정커피,온정커피,,,,,,,,
2226,성내3동 더 댄스,더 댄스,,,,,,,,
2227,동인동 이디야커피 대구시청점,이디야커피 대구시청점,,,,,,,,
2228,동인동 매스커피 시청점,매스커피 시청점,,,,,,,,
2229,동인동 헤드번팅커피,헤드번팅커피,,,,,,,,
2230,동인동 코히어,코히어,,,,,,,,
2231,동인동 오놀라,오놀라,,,,,,,,
2232,동인동 마이앤써이즈쿠키,마이앤써이즈쿠키,,,,,,,,
2233,동인동 퓨어리즘,퓨어리즘,,,,,,,,
2234,신천2동 데일리오아시스 대구본점,데일리오아시스 대구본점,,,,,,,,
2235,동인동 노웍스커피,노웍스커피,,,,,,,,
2236,동인동 시선커피스톨,시선커피스톨,,,,,,,,
2237,신천1동 브리플리,브리플리,,,,,,,,
2238,신천1동 모모상점,모모상점,,,,,,,,
2239,신천2동 샬로우커피 대구삼덕점,샬로우커피 대구삼덕점,,,,,,,,
2240,수성4가동 로우동인,로우동인,,,,,,,,
2241,삼덕동 더와이즈,더와이즈,,,,,,,,
2242,수성4가동 카페베버,카페베버,,,,,,,,
2243,신천2동 카페 아리움,카페 아리움,,,,,,,,
2244,동인동 테넷,테넷,,,,,,,,
2245,신천2동 명품다방,명품다방,,,,,,,,
2246,신천2동 모브,모브,,,,,,,,
2247,도원동 카페블레싱,카페 블레싱,,,,,,,,
2248,남산4동 녹아 대구남산점,녹아 대구남산점,,,,,,,,
2249,남산4동 텐퍼센트커피 대구남산극동점,텐퍼센트커피 대구남산극동점,,,,,,,,
2250,남산4동 카페너와나여행,카페 발리 하이,,,,,,,,
2251,남산3동 빽다방 대구청라힐스자이점,빽다방 대구청라힐스자이점,,,,,,,,
2252,남산3동 메가MGC커피 대구청라힐스점,메가MGC커피 대구청라힐스점,,,,,,,,
2253,남산4동 더리터 청라힐스자이점,더리터 청라힐스자이점,,,,,,,,
2254,대신동 더벤티 대구청라힐스자이점,더벤티 대구청라힐스자이점,,,,,,,,
2255,대신동 하삼동커피 청라언덕역점,하삼동커피 청라언덕역점,,,,,,,,
2256,남산4동 커피집,커피집,,,,,,,,
2257,남산4동 행복커피,행복커피,,,,,,,,
2258,대신동 카페인중독 대구남산점,카페인중독 대구남산점,,,,,,,,
2259,남산3동 메종드남산,메종드남산,,,,,,,,
2260,남산4동 카페어노드,카페어노드,,,,,,,,
2261,남산4동 라삐아이,라삐아이,,,,,,,,
2262,남산4동 파클렛,파클렛,,,,,,,,
2263,대신동 몬스터커피 남산점,몬스터커피 남산점,,,,,,,,
2264,남산3동 카페시집,카페 시집,,,,,,,,
2265,남산4동 카페오오디,ood,,,,,,,,
2266,남산3동 이디야커피 대구남산점,이디야커피 대구남산점,,,,,,,,
2267,남산4동 스위치남산,스위치남산,,,,,,,,
2268,남산4동 카페 몬짜(CAFFE MONZA),카페몬짜,,,,,,,,
2269,남산2동 모던다방,모던다방,,,,,,,,
2270,성내2동 피쉬마운트커피 남성로점,피쉬마운트커피 남성로점,,,,,,,,
2271,남산2동 리시트 현대점,리시트 현대,,,,,,,,
2272,남산2동 아리츠,아리츠,,,,,,,,
2273,남산2동 슬로우터틀 약전골목점,슬로우터틀 약전골목점,,,,,,,,
2274,남산2동 커피명가 반월당점,커피명가 반월당점,,,,,,,,
2275,비산4동 이디야커피 대구대신중앙점,이디야커피 대구대신중앙점,,,,,,,,
2276,대신동 매스커피 대신남산점,매스커피 대신남산점,,,,,,,,
2277,내당3동 컴포즈커피 대구대신자이점,컴포즈커피 대신자이점,,,,,,,,
2278,내당3동 빽다방 대구대신자이점,빽다방 대구대신자이점,,,,,,,,
2279,내당3동 카페봄봄 대신점,카페봄봄 대신점,,,,,,,,
2280,남산3동 카페이랑 남산점,카페이랑 남산점,,,,,,,,
2281,남산2동 라미아에밀리,라미아에밀리,,,,,,,,
2282,남산2동 슈퍼말차 더현대대구,슈퍼말차 더현대대구,,,,,,,,
2283,성내2동 폴바셋 더현대 대구점,폴 바셋 더현대 대구,,,,,,,,
2284,남산2동 조앤더주스 더현대대구점,조앤더주스 더현대 대구,,,,,,,,
2285,남산2동 노벨커피,노벨커피,,,,,,,,
2286,남산2동 빽다방 대구반월당현대점,빽다방 대구반월당현대점,,,,,,,,
2287,남산2동 더벤티 대구동아쇼핑점,더벤티 대구동아쇼핑점,,,,,,,,
2288,남산2동 공차 대구동아쇼핑점,공차 대구동아쇼핑점,,,,,,,,
2289,남산2동 망티커피 대구반월당점,망티커피 대구반월당점,,,,,,,,
2290,성내2동 고바슨 반달스퀘어점,고바슨 반달스퀘어점,,,,,,,,
2291,남산2동 빽다방 대구반월당지하점,빽다방 대구반월당지하점,,,,,,,,
2292,남산2동 메가MGC커피 대구메트로센타점,메가MGC커피 대구메트로센타점,,,,,,,,
2293,남산2동 인더가든,인더가든,,,,,,,,
2294,성내1동 파스쿠찌 대구동성로광장점,파스쿠찌 대구동성로광장점,,,,,,,,
2295,성내1동 로드커피,로드커피,,,,,,,,
2296,성내1동 코즈,코즈,,,,,,,,
2297,삼덕동 이디야커피 대구봉산육거리점,이디야커피 대구봉산육거리점,,,,,,,,
2298,삼덕동 투썸플레이스 대구누네안과병원점,투썸플레이스 대구누네안과병원점,,,,,,,,
2299,대봉1동 팔공티 경대병원역점,팔공티 경대병원역점,,,,,,,,
2300,대봉1동 리틀빅커피,리틀빅 커피,,,,,,,,
2301,삼덕동 명인,명인,,,,,,,,
2302,대신동 커피셀러,커피셀러,,,,,,,,
2303,대신동 굿데이마마,굿데이마마,,,,,,,,
2304,남산3동 롤러커피,롤러커피,,,,,,,,
2305,성내2동 카페카리부,카리부카페,,,,,,,,
2306,남산2동 청담커피 계산점,청담커피 계산점,,,,,,,,
2307,남산2동 두남,카페두남,,,,,,,,
2308,남산2동 한나커피,한나커피,,,,,,,,
2309,대봉1동 멜로우즈,멜로우즈,,,,,,,,
2310,대봉2동 스토크,스토크커피앤파티세리,,,,,,,,
2311,삼덕동 살구,살구,,,,,,,,
2312,삼덕동 벵봉,벵봉,,,,,,,,
2313,삼덕동 헤이넛,헤이넛,,,,,,,,
2314,삼덕동 우리의낮과밤,우리의 낮과밤,,,,,,,,
2315,삼덕동 모캄보 대구삼덕점,모캄보 대구 삼덕점,,,,,,,,
2316,삼덕동 더벤티 경대병원점,더벤티 경대병원점,,,,,,,,
2317,삼덕동 카페큐알,카페큐알,,,,,,,,
2318,삼덕동 컬렉팅더모먼츠,컬렉팅더모먼츠,,,,,,,,
2319,삼덕동 삼더크,삼더크,,,,,,,,
2320,삼덕동 투썸플레이스 대구삼덕점,투썸플레이스 대구삼덕점,,,,,,,,
2321,삼덕동 카페헤이하이,헤이하이,,,,,,,,
2322,삼덕동 티라레미수 대구삼덕점,티라레미수,,,,,,,,
2323,삼덕동 p.34,p.34,,,,,,,,
2324,대봉1동 카페문101,cafe Moon101,,,,,,,,
2325,대봉1동 언밸런스,언밸런스,,,,,,,,
2326,대봉1동 고이그,고이그,,,,,,,,
2327,대봉1동 캣냅,캣냅,,,,,,,,
2328,대봉1동 헤이븐스 미쉘,헤이븐스미쉘,,,,,,,,
2329,삼덕동 커피맛을조금아는남자,커피맛을조금아는남자,,,,,,,,
2330,삼덕동 샤밀,샤밀,,,,,,,,
2331,대봉1동 카페봄봄 김광석골목점,카페봄봄 김광석골목점,,,,,,,,
2332,성내2동 커피팀버 서문점,커피팀버 서문점,,,,,,,,
2333,내당3동 핸즈커피 서문시장점,핸즈커피 서문시장점,,,,,,,,
2334,이천동 요거트렌디,요거트렌디,,,,,,,,
2335,이천동 대봉동 문,대봉동 문,,,,,,,,
2336,대봉2동 빽다방 대구대봉점,빽다방 대구대봉점,,,,,,,,
2337,대봉2동 헤이듀,헤이듀,,,,,,,,
2338,대봉2동 마시그래이 센트로봉산점,마시그래이 센트로봉산점,,,,,,,,
2339,대신동 빙내가,빙내가,,,,,,,,
2340,대신동 슬립리스인시애틀 서문시장점,슬립리스인시애틀 서문시장점,,,,,,,,
2341,삼덕동 매스커피 경대병원역점,매스커피 경대병원역점,,,,,,,,
2342,삼덕동 핸즈커피 경대병원점,핸즈커피 경대병원점,,,,,,,,
2343,삼덕동 하늘카페,하늘카페,,,,,,,,
2344,삼덕동 이디야커피 대구경북대병원점,이디야커피 대구경북대병원점,,,,,,,,
2345,동인동 이디야커피 대구MS재건병원점,이디야커피 MS재건병원점,,,,,,,,
2346,대봉2동 오가닉모가,오가닉모가,,,,,,,,
2347,대봉1동 크롭투컵,크롭투컵,,,,,,,,
2348,대봉1동 샌드록커피,샌드록커피,,,,,,,,
2349,대봉1동 매스커피 대봉점,매스커피 대봉점,,,,,,,,
2350,대봉1동 샤인오브유,샤인오브유,,,,,,,,
2351,대봉2동 벽돌집,벽돌집,,,,,,,,
2352,대봉2동 미드웨이,미드웨이,,,,,,,,
2353,대봉1동 몬다코,몬다코,,,,,,,,
2354,대봉1동 바람불어오는곳,바람이불어오는곳,,,,,,,,
2355,수성4가동 수평적관계,수평적관계,,,,,,,,
2356,삼덕동 빽다방 대구경대병원점,빽다방 대구경대병원점,,,,,,,,
2357,삼덕동 피컵요거트,피컵요거트,,,,,,,,
2358,삼덕동 로망띠끄,로망띠끄,,,,,,,,
2359,신천1동 검은구상,검은구상,,,,,,,,
2360,신천1동 디르페,디르페,,,,,,,,
2361,수성4가동 하얀기억,하얀기억,,,,,,,,
2362,동인동 서로의달,서로의달,,,,,,,,
2363,동인동 텐퍼센트커피 대구삼덕점,텐퍼센트커피 대구삼덕점,,,,,,,,
2364,동인동 해피슈르,해피슈르,,,,,,,,
2365,동인동 카페자매집,카페자매집,,,,,,,,
2366,동인동 박가네커피,박가네커피,,,,,,,,
2367,동인동 동인정취,동인정취,,,,,,,,
2368,동인동 홍오커피,홍오커피,,,,,,,,
2369,동인동 카페퀸즈,카페퀸즈,,,,,,,,
2370,수성1가동 프롬오지,프롬오지,,,,,,,,
2371,대봉2동 선댄스팜,선댄스팜,,,,,,,,
2372,대봉1동 라우스터프 대봉,라우스터프 대봉,,,,,,,,
2373,성내1동 컴포즈커피 대구동성로점,컴포즈커피 동성로점(대구동성로1호점),,,,,,,,
2374,성내1동 접속,접속,,,,,,,,
2375,성내1동 소일,소일,,,,,,,,
2376,성내1동 디저트39 대구동성로점,디저트39 대구동성로점,,,,,,,,
2377,성내1동 투썸플레이스 대구주얼리광장점,투썸플레이스 대구주얼리광장점,,,,,,,,
2378,성내1동 문화장,문화장,,,,,,,,
2379,성내1동 투썸플레이스 대구동성로광장점,투썸플레이스동성로광장점,,,,,,,,
2380,성내1동 핸즈커피 동성로데오점,핸즈커피 동성로데오점,,,,,,,,
2381,삼덕동 웰크레페 동성로점,웰크레페 동성로점,,,,,,,,
2382,삼덕동 탐스커버리 동성로점,탐앤탐스 동성로점,,,,,,,,
2383,성내1동 랑데자뷰 대구동성로점,랑데자뷰 대구동성로점,,,,,,,,
2384,성내1동 커피모렌,커피모렌,,,,,,,,
2385,성내1동 파스쿠찌 대구동성로점,파스쿠찌 대구동성로점,,,,,,,,
2386,성내1동 커피빈 대구228공원앞점,커피빈 대구228공원앞점,,,,,,,,
2387,성내1동 도리안그레이,도리안그레이,,,,,,,,
2388,삼덕동 카페달달 동성로본점,카페달달 동성로본점,,,,,,,,
2389,성내1동 브라운브릭스,브라운브릭스,,,,,,,,
2390,고성동 타임,타임,,,,,,,,
2391,성내1동 동성로미술관,동성로미술관,,,,,,,,
2392,성내1동 티클래스 리저브 르샤블랑,티클래스 리저브 르샤블랑,,,,,,,,
2393,삼덕동 머그컵,머그컵,,,,,,,,
2394,삼덕동 주다방,주다방 동성로점,,,,,,,,
2395,성내1동 커피매거진,커피매거진,,,,,,,,
2396,성내1동 마이커피컬로맨스,마이커피컬로맨스,,,,,,,,
2397,삼덕동 마스터키 동성로2호점,마스터키 동성로로데오점,,,,,,,,
2398,삼덕동 투썸플레이스 대구동성로점,투썸플레이스 대구동성로점,,,,,,,,
2399,삼덕동 콩카페 대구동성로로데오점,콩카페 대구동성로로데오점,,,,,,,,
2400,삼덕동 셜록홈즈 동성로점,셜록홈즈 동성로점,,,,,,,,
2401,성내1동 설빙 동성로대백점,설빙 대구동성로대백점,,,,,,,,
2402,성내1동 할리스 대구동성로점,할리스 대구동성로점,,,,,,,,
2403,성내1동 공차 대구동성로점,공차 동성로점,,,,,,,,
2404,남산4동 달콤미술관,달콤미술관,,,,,,,,
2405,남산4동 캔버스,캔버스,,,,,,,,
2406,남산1동 더리터 명덕역점,더리터 명덕역점,,,,,,,,
2407,남산3동 카페이층공작소,카페이공,,,,,,,,
2408,남산1동 번데기클럽,번데기클럽,,,,,,,,
2409,이천동 대봉정,대봉정,,,,,,,,
2410,이천동 원파인트리,원파인트리,,,,,,,,
2411,이천동 킹콩쥬스앤커피 대백프라자점,킹콩쥬스앤커피 대백프라자점,,,,,,,,
2412,수성1가동 오가다 대구대백프라자점,오가다 대구대백프라자점,,,,,,,,
2413,대봉1동 커피명가 프라자점,커피명가 프라자점,,,,,,,,
2414,대봉1동 공차 대구백화점플라자점,공차 대구백화점플라자점,,,,,,,,
2415,수성1가동 파노라마 포레스트180,파노라마포레스트180,,,,,,,,
2416,이천동 달콤한점빵,달콤한점빵,,,,,,,,
2417,이천동 카와올라,카와올라,,,,,,,,
2418,이천동 브라운슈가,카페 브라운슈가,,,,,,,,
2419,남산2동 스파이시커피,스파이시,,,,,,,,
2420,남산3동 쿠덕쿠덕,쿠덕쿠덕,,,,,,,,
2421,남산3동 카페봄봄 남산점,카페봄봄 남산점,,,,,,,,
2422,남산2동 씨티씨커피로스터스,씨티씨커피로스터스,,,,,,,,
2423,남산1동 남산동커피,남산동커피,,,,,,,,
2424,대봉2동 문학서비스센터,문학서비스센터,,,,,,,,
2425,남산1동 커스텀비,커스텀비,,,,,,,,
2426,대봉2동 호안느,호안느,,,,,,,,
2427,남산1동 부루잉,부루잉,,,,,,,,
2428,남산2동 탠지커피하우스,탠지커피하우스,,,,,,,,
2429,남산3동 가듀,가듀,,,,,,,,
2430,대봉2동 블랙로드커피,블랙로드 커피,,,,,,,,
2431,대봉2동 오브너,오브너,,,,,,,,
2432,대봉2동 읍천리382 대구중구점,읍천리 중구점,,,,,,,,
2433,성내1동 딥고잉,딥고잉,,,,,,,,
2434,성내1동 딥커피로스터스,딥커피로스터스,,,,,,,,
2435,대봉2동 윌로우커피,윌로우커피,,,,,,,,
2436,대봉2동 리노운,리노운,,,,,,,,
2437,대봉2동 피플스커피,피플스커피,,,,,,,,
2438,대봉2동 브릭62,브릭62,,,,,,,,
2439,성내1동 코타커피,코타커피,,,,,,,,
2440,성내2동 어울리커피클럽,어울리커피클럽,,,,,,,,
2441,성내3동 카페 1.14km,1.14km,,,,,,,,
2442,성내3동 라디오데이즈,라디오데이즈,,,,,,,,
2443,비산2동 몽구네애견카페,몽구네 애견카페,,,,,,,,
2444,남산2동 캠프바이 커피명가,커피명가 캠프바이커피명가,,,,,,,,
2445,남산2동 나봄,나봄,,,,,,,,
2446,성내3동 요거프레소 서성네거리점,요거프레소 서성네거리점,,,,,,,,
2447,비산3동 더디퍼,더 디퍼,,,,,,,,
2448,성내3동 카페봄봄 북성로점,카페봄봄 북성로점,,,,,,,,
2449,성내3동 구디쉬,구디쉬,,,,,,,,
2450,성내3동 카페향촌,카페향촌,,,,,,,,
2451,성내2동 딥커피로스터스 향촌,딥커피로스터스 향촌,,,,,,,,
2452,성내2동 퍼센트14-3,퍼센트14 3,,,,,,,,
2453,도원동 온니컵로스터리,온니컵 로스터리,,,,,,,,
2454,성내2동 브릭커피,브릭커피,,,,,,,,
2455,성내3동 나스커피로스터스,나스커피로스터스,,,,,,,,
2456,이천동 김진수로스터리카페,김진수로스터리카페,,,,,,,,
2457,대봉2동 로스팅 파츠,로스팅 파츠,,,,,,,,
2458,남산2동 반월라떼,반월라떼,,,,,,,,
2459,남산3동 핸썸커피 남산점,핸썸커피 남산점,,,,,,,,
2460,성내2동 투썸플레이스 대구종로점,투썸플레이스 대구종로점,,,,,,,,
2461,성내3동 카페샌프란시스코,샌프란시스코,,,,,,,,
2462,성내2동 드리퍼베이커,드리퍼베이커,,,,,,,,
